X,Y,osm_id,lastchange,code,fclass,name
-8.4222892,41.5496099,"1243546594",,"2601",bank,Santander Tota
-8.6196652,41.5316838,"1243581259",,"2303",cafe,Pastelaria Colonial
-8.6200016,41.5311209,"1243581293",,"2601",bank,Millenium BCP
-8.686437,41.1867606,"1243615667",,"2303",cafe,Centro Columbófilo de Matosinhos
-8.6865366,41.1867702,"1243615760",,"2083",kindergarten,Jardim de Infância Fonte dos Dois Amigos
-8.6866041,41.1870976,"1243615874",,"2301",restaurant,Bjecas
-8.6870522,41.1866703,"1243615897",,"2303",cafe,Bufete o Cachorrinho
-8.6867689,41.18678,"1243615903",,"2303",cafe,Café Fonte dos Dois Amigos
-8.6861975,41.1866515,"1243615940",,"2083",kindergarten,Jardim de Infância Fonte dos Dois Amigos
-8.6868744,41.1866694,"1243616031",,"2303",cafe,Café 18 de Julho
-8.6776981,41.1854693,"1243616053",,"2002",fire_station,Bombeiros Voluntários de Matosinhos
-8.6704936,40.6031763,"1243685308",,"2101",pharmacy,Farmácia Moderna
-8.4070738,41.2302417,"1243752252",,"2101",pharmacy,
-8.4183493,41.2122464,"1243756351",,"2006",telephone,
-8.6197689,41.5293104,"1243784016",,"2501",supermarket,Cooperativa Agrícola de Barcelos
-8.6394122,41.1593484,"1243809310",,"2501",supermarket,Pingo Doce
-8.6437301,41.1604983,"1243809321",,"2101",pharmacy,Farmácia Avenida
-8.6443305,41.1601283,"1243809336",,"2302",fast_food,McDonalds Boavista
-8.6318454,41.1346218,"1243817742",,"2101",pharmacy,Farmacia Magalhães
-8.6322396,41.1347168,"1243817746",,"2601",bank,Banco
-8.6348093,41.1259919,"1243824767",,"2801",fuel,Estação de Serviço Nó do Fojo
-8.5677651,41.3256765,"1243847544",,"2501",supermarket,Continente Modelo
-8.5610574,41.3348087,"1243847546",,"2801",fuel,BP
-8.5642129,41.3302958,"1243847549",,"2501",supermarket,Intermaché
-8.5569419,41.3424848,"1243847550",,"2801",fuel,REPSOL
-8.5603817,41.3363262,"1243847558",,"2303",cafe,Confeitaria Miranda
-8.5673274,41.3269127,"1243847570",,"2801",fuel,REPSOL
-8.5688413,41.3271147,"1243847578",,"2501",supermarket,Pingo Doce
-8.5568433,41.3432783,"1243847587",,"2801",fuel,GALP
-8.692159,41.1865217,"1243852828",,"2502",bakery,Padaria O Forno
-8.6914698,41.1859151,"1243852904",,"2301",restaurant,A Antiga Casa Castanheira
-8.6920522,41.1865471,"1243852992",,"2304",pub,Cervejaria Escandinávia
-8.6317709,41.1345373,"1243855589",,"2005",post_office,Posto dos Correios
-8.6321443,41.1339053,"1243855600",,"2303",cafe,Confeitaria Tropicalis
-8.657127,41.1636136,"1243857852",,"2082",school,Colégio Nossa Senhora do Rosário
-8.3661871,41.3584483,"1243863021",,"2501",supermarket,Supermercado Guilherme
-8.3606073,41.3616138,"1243874556",,"2301",restaurant,Churascaria
-8.3609829,41.3597952,"1243874593",,"2601",bank,Crédito Agrícola
-8.6540922,41.0491028,"1243900169",,"2303",cafe,Chez Maurice
-8.6534055,41.0493577,"1243900172",,"2602",atm,
-8.6537864,41.0485445,"1243900193",,"2301",restaurant,Ciao Bella
-8.6542343,41.0491898,"1243900205",,"2303",cafe,Quinita Café
-8.3414142,41.4474263,"1244195459",,"2801",fuel,Bomba de Gasolina Jumbo
-8.3456962,41.4471294,"1244195971",,"2303",cafe,Café David
-8.3413369,41.4467205,"1244215679",,"2303",cafe,Café Sobrado
-8.3391751,41.4463465,"1244217712",,"2503",kiosk,
-8.3532272,41.4478544,"1244226522",,"2303",cafe,Lanchonete Táxi
-8.3531708,41.4482344,"1244226524",,"2303",cafe,Café Príncipe
-8.3377518,41.44584,"1244227963",,"2303",cafe,Café Espaço
-8.5425294,41.0925245,"1244297892",,"2801",fuel,
-8.546961,41.0889826,"1244297895",,"2303",cafe,
-8.5338986,41.0894597,"1244297924",,"2303",cafe,Café Milenium
-8.5582638,41.062879,"1244297995",,"2303",cafe,Roda de Ouro
-8.5472239,41.072054,"1244298026",,"2303",cafe,
-8.5476232,41.0719307,"1244298038",,"2101",pharmacy,Farmácia do Outeiro
-8.5452605,41.0749439,"1244298114",,"2303",cafe,Taberna do Alto do Monte
-8.5426587,41.0921119,"1244298180",,"2801",fuel,
-8.5394833,41.0911982,"1244298289",,"2303",cafe,Café Pereira
-8.553213,41.0705355,"1244298317",,"2303",cafe,Padaria das Cavadinhas
-8.5537333,41.0705759,"1244298392",,"2303",cafe,Maria Claro
-8.5366883,41.0877128,"1244298759",,"2602",atm,
-8.5439837,41.0931308,"1244298775",,"2303",cafe,
-8.5406472,41.0889341,"1244298798",,"2303",cafe,Café da Fonte
-8.5422646,41.0806898,"1244298842",,"2303",cafe,Café Lino
-8.5452876,41.0751173,"1244321592",,"2003",recycling,
-8.538488,41.0833827,"1244321630",,"2003",recycling,
-8.5425625,41.0800387,"1244321672",,"2003",recycling,
-8.5582585,41.0630286,"1244321721",,"2601",bank,BPI
-8.5568203,41.0656783,"1244321727",,"2901",toilet,
-8.467991,40.6551829,"1244371333",,"2303",cafe,Pagas tu
-8.5294626,41.4060128,"1244423058",,"2804",parking,
-8.5296025,41.4043557,"1244423103",,"2804",parking,
-8.5673832,41.339303,"1244643577",,"2001",police,Polícia Municipal da Trofa
-8.5598156,41.337501,"1244643578",,"2601",bank,Santander Totta 2
-8.5534145,41.3352129,"1244643586",,"2001",police,GNR da Trofa
-8.5542381,41.3377908,"1244643587",,"2303",cafe,Café São Martinho
-8.5596713,41.3377704,"1244643588",,"2601",bank,Millenium BCP
-8.5605234,41.3360415,"1244643590",,"2601",bank,BES
-8.5569793,41.3366114,"1244643594",,"2601",bank,Montepio
-8.5556533,41.3398667,"1244643596",,"2005",post_office,Correios da Trofa
-8.5564904,41.3365174,"1244643599",,"2601",bank,Caixa Geral Depósitos
-8.5552477,41.3375741,"1244643603",,"2601",bank,BANIF
-8.5593187,41.337426,"1244643610",,"2601",bank,Santander Totta
-8.654917,41.0539144,"1244910063",,"2303",cafe,Temple Beach
-8.6536878,41.0494355,"1244910071",,"2501",supermarket,Mini-mercado da Aguda
-8.6539594,41.0492631,"1244910081",,"2501",supermarket,
-8.6548665,41.0517449,"1244910086",,"2303",cafe,Esplanada do Sr. José
-8.6556244,41.0584859,"1244910093",,"2301",restaurant,Mar e Sol
-8.6540336,41.0535298,"1244910102",,"2301",restaurant,Osso e Espinha
-8.6539418,41.0493883,"1244910116",,"2502",bakery,
-8.6534982,41.0494945,"1244910130",,"2502",bakery,Padaria da Aguda
-8.5598591,41.3577456,"1244911513",,"2303",cafe,Café a Mista
-8.5652914,41.3401037,"1244912106",,"2083",kindergarten,Jardim de Infância de Finzes
-8.6529003,41.0511926,"1244916165",,"2301",restaurant,Restaurante do Parque da Aguda
-8.5632124,41.3346317,"1244924490",,"2303",cafe,Costa
-8.5645219,41.3368716,"1244924520",,"2303",cafe,Leme
-8.647805,41.0491884,"1244925505",,"2502",bakery,Príncipe da Aguda
-8.4015966,40.5677927,"1245375084",,"2303",cafe,
-8.6474035,41.0678497,"1245532469",,"2101",pharmacy,Miramar
-8.5900858,39.6538531,"1246400158",,"2501",supermarket,
-8.6534359,41.0477933,"1247076130",,"2303",cafe,Café Estação Litoral da Aguda - ELA
-8.6459906,41.0574475,"1247148444",,"2801",fuel,BP - ARCOZELO
-8.5549657,41.3341214,"1247353274",,"2082",school,Escola do Paranho
-8.555048,41.3393558,"1247353290",,"2303",cafe,Lírio Amarelo
-8.5602917,41.3354588,"1247353299",,"2301",restaurant,Campinhos Takeway
-8.5603903,41.3372384,"1247353303",,"2301",restaurant,Xurrascus
-8.5594494,41.3375277,"1247353316",,"2004",post_box,
-8.5385796,41.3401695,"1247353331",,"2082",school,Escola Básica Nº1 do 1º Ciclo de Esprela
-8.55958,41.3388,"1247353337",,"2501",supermarket,Minipreço
-8.5737079,41.3367763,"1247353347",,"2101",pharmacy,Farmácia Barroco - Bougado
-8.5420766,41.3418331,"1247353350",,"2303",cafe,Associação CR Vigorosa
-8.5435775,41.3441378,"1247353355",,"2082",school,Escola Básica Nº2 do 1º Ciclo de Esprela
-8.5551549,41.3346524,"1247353359",,"2082",school,Colégio da Trofa
-8.5602899,41.3357149,"1247353362",,"2003",recycling,
-8.6461253,41.0507018,"1248130427",,"2003",recycling,
-8.650408,41.0486259,"1248130577",,"2003",recycling,
-8.6476723,41.0488668,"1248131016",,"2303",cafe,Café Cooper
-8.8824327,38.5292689,"1248209292",,"2804",parking,
-7.8646749,38.0173435,"1248675035",,"2804",parking,
-7.7235981,38.0195959,"1248918645",,"2801",fuel,
-7.7200425,38.0245808,"1248918845",,"2602",atm,
-7.7209867,38.0235075,"1248919043",,"2301",restaurant,Central
-7.7209116,38.0235033,"1248919056",,"2303",cafe,Café Central
-8.3509167,37.1006937,"1248986857",,"2701",information,Praia Grande
-8.3394718,37.1055653,"1248986862",,"2701",information,Praia Grande
-8.3398898,37.1057222,"1248986883",,"2701",information,Praia Grande
-8.3478584,37.1037222,"1248986888",,"2701",information,Praia Grande
-8.3364724,37.0954441,"1248986897",,"2701",information,Praia Grande
-8.6049703,37.3073963,"1249111847",,"2804",parking,
-7.8546279,38.1079059,"1249249407",,"2303",cafe,
-8.5536447,41.069043,"1249720921",,"2303",cafe,Rosita
-9.3265829,38.7993471,"1249820645",,"2501",supermarket,Continente - Tapada das Merçês
-9.3723118,38.7626512,"1249842997",,"2101",pharmacy,Farmácia da Beloura
-9.3707829,38.7645,"1249842998",,"2301",restaurant,Restaurante Q.B. (Quinta da Beloura)
-9.3739104,38.788664,"1249850822",,"2801",fuel,
-9.3729448,38.7631197,"1249858808",,"2601",bank,BPN
-8.4154451,41.5609254,"1250187980",,"2303",cafe,Tropinha
-7.961344,37.0331425,"1250303024",,"2501",supermarket,
-8.4189791,41.5448145,"1250312319",,"2082",school,Escola de Música - Salão Mozart
-8.4035537,41.5487889,"1250312321",,"2301",restaurant,Estrelas do mar
-8.4234123,41.5513064,"1250319473",,"2303",cafe,Café Vianna
-8.4236716,41.5516164,"1250319474",,"2303",cafe,Astória
-8.4290769,41.5500266,"1250323203",,"2301",restaurant,Anjo Verde
-8.4103705,41.554859,"1250335638",,"2301",restaurant,Taberna Inglesa
-9.3666166,38.6962821,"1251026949",,"2303",cafe,Garden Caffé
-8.7400101,41.3655206,"1251258672",,"2002",fire_station,Quartel da Corporação de Bombeiros de Vila do Conde
-8.169927,41.448238,"1251283376",,"2303",cafe,
-8.4200983,41.5632051,"1251308210",,"2301",restaurant,Taberna Belga
-8.4097622,41.554378,"1251308501",,"2301",restaurant,Restaurante Papilloni
-8.4030022,41.5367942,"1251308539",,"2303",cafe,Café Aquarela
-8.6825706,41.3797189,"1251326565",,"2602",atm,
-8.6824839,41.3797004,"1251326615",,"2004",post_box,
-8.7036519,41.3742058,"1251326619",,"2303",cafe,
-8.4145232,41.5599585,"1251357958",,"2301",restaurant,Temperos da Gracinda
-8.4142632,41.5576152,"1251357977",,"2301",restaurant,Restaurante Piri Piri
-7.7410153,41.301873,"1251374958",,"2101",pharmacy,Farmácia Seixas
-8.7729232,41.5117352,"1251585380",,"2110",hospital,
-8.7622977,41.5041494,"1251601127",,"2801",fuel,
-8.7856435,41.517019,"1251601133",,"2801",fuel,
-8.7719202,41.5141197,"1251618757",,"2002",fire_station,
-8.7782395,41.5011279,"1251618790",,"2804",parking,Parque Estacionamento Pacha
-8.7440682,41.4945708,"1251620111",,"2801",fuel,
-8.4083373,40.3730029,"1251763213",,"2082",school,
-8.4102471,40.3717604,"1251763461",,"2083",kindergarten,
-8.4104638,40.3716469,"1251763547",,"2101",pharmacy,
-8.1791994,37.2334104,"1251809365",,"2804",parking,
-8.409657,40.3716337,"1251817491",,"2110",hospital,
-8.410882,40.3718914,"1251817540",,"2003",recycling,
-8.6882191,41.3756143,"1251923444",,"2304",pub,
-8.6803334,41.3798086,"1251923735",,"2303",cafe,Pastelaria da Junqueira
-9.3128846,38.7846615,"1252287125",,"2003",recycling,
-9.3140624,38.7840167,"1252319651",,"2003",recycling,
-9.313137,38.7833204,"1252319653",,"2003",recycling,
-9.3145881,38.7832807,"1252319726",,"2003",recycling,
-9.3136144,38.784209,"1252331832",,"2004",post_box,
-9.3136735,38.784209,"1252331835",,"2005",post_office,
-9.3130056,38.7840397,"1252332437",,"2003",recycling,
-8.4004332,41.5525264,"1252333133",,"2101",pharmacy,Farmácia do Instituto Galénico Português
-9.3160472,38.7851206,"1252336892",,"2003",recycling,
-9.315095,38.7863061,"1252336992",,"2003",recycling,
-8.4108958,41.5491116,"1252383825",,"2501",supermarket,Pingo Doce
-8.7385729,41.3594651,"1252562176",,"2601",bank,Balcão da Caixa de Crédito Agrícola
-8.0176939,38.8941445,"1253070725",,"2101",pharmacy,Farmácia de Pavia
-7.3110934,41.6044223,"1253155662",,"2101",pharmacy,Farmácia Nova de Valpaços
-8.6849041,41.3799057,"1253847221",,"2110",hospital,Unidade de Saúde Familiar da Junqueira
-8.54417,41.062364,"1254345395",,"2082",school,Escola Primária do Pisão
-8.1324827,37.2330741,"1254377401",,"2301",restaurant,
-8.1267658,37.232246,"1254377423",,"2602",atm,
-8.2478551,40.9287031,"1254401026",,"2303",cafe,Alfa
-8.2481783,40.9292754,"1254401125",,"2203",cinema,
-8.2453459,40.9284977,"1254401154",,"2303",cafe,Rainha 1
-8.2455343,40.9286584,"1254401195",,"2303",cafe,Alexandre
-8.2514063,40.928043,"1254401413",,"2303",cafe,Dunas
-8.2461854,40.9287993,"1254401494",,"2303",cafe,Arca Doce
-8.2479063,40.9290693,"1254401525",,"2303",cafe,Rainha 3
-8.243962,40.9284712,"1254401792",,"2303",cafe,
-8.2451257,40.9286818,"1254401927",,"2501",supermarket,
-8.5425036,41.0920434,"1254580107",,"2503",kiosk,
-8.5427611,41.0926537,"1254580250",,"2503",kiosk,
-8.1210005,37.2342544,"1254606848",,"2101",pharmacy,
-8.1282129,37.2322193,"1254606853",,"2501",supermarket,
-8.5693625,41.0652455,"1254615366",,"2303",cafe,Café Patim
-8.6852152,41.3797447,"1254617903",,"2083",kindergarten,Centro Social da Junqueira - Creche/ Jardim Infantil
-7.8594251,38.0172546,"1255190865",,"2202",nightclub,Pandora
-7.8614415,38.0124126,"1255233923",,"2303",cafe,Maltesinhas
-7.8601004,38.0088073,"1255233948",,"2804",parking,
-7.8589471,38.0095808,"1255233957",,"2303",cafe,
-7.8615381,38.011449,"1255233960",,"2602",atm,
-8.4865871,40.7540727,"1255607725",,"2602",atm,
-8.1593899,38.9459956,"1255699431",,"2501",supermarket,Mercearia Alentejana
-8.1655684,38.9448111,"1255699432",,"2101",pharmacy,Farmácia Falcão
-7.9127625,38.5735638,"1255699433",,"2301",restaurant,O Fialho
-7.9126027,38.5740712,"1255699438",,"2301",restaurant,Tasquinha do Oliveira
-7.9027777,38.5659882,"1255699440",,"2101",pharmacy,Farmácia Branco
-7.9030489,38.5687727,"1255699441",,"2110",hospital,Hospital Espírito Santo
-7.9022872,38.5665214,"1255699444",,"2801",fuel,
-7.9137667,38.5753279,"1255699445",,"2301",restaurant,Degust'Ar
-7.9108163,38.5725007,"1255699448",,"2101",pharmacy,Farmácia Rebocho
-7.9157243,38.5750446,"1255699450",,"2101",pharmacy,Farmácia Paços
-8.1591223,38.9460021,"1255699452",,"2101",pharmacy,Farmácia Central
-7.90574,38.5706727,"1255699456",,"2101",pharmacy,Farmácia Diana
-8.6196485,41.5397595,"1255826849",,"2804",parking,
-7.0665551,41.025596,"1255829336",,"2701",information,Centro de Receção Parque do Côa
-8.9477042,38.7542672,"1255908599",,"2303",cafe,
-8.930761,38.745546,"1255908607",,"2801",fuel,Repsol
-8.9474979,38.7541166,"1255908628",,"2801",fuel,
-8.9499656,38.7554842,"1255908633",,"2301",restaurant,
-7.1380842,41.0821387,"1255909241",,"2101",pharmacy,Farmácia Moderna
-8.96361,38.7560364,"1255928379",,"2703",museum,
-8.9631647,38.7553252,"1255928381",,"2301",restaurant,Barrete Verde
-8.9605308,38.7568987,"1255928387",,"2301",restaurant,Palmeiras
-8.9624593,38.756141,"1255928389",,"2301",restaurant,Marítimo
-8.9632747,38.7559757,"1255928391",,"2301",restaurant,Alcochetano
-8.963433,38.7553399,"1255928395",,"2301",restaurant,
-8.9608446,38.7553043,"1255928396",,"2005",post_office,
-8.9604906,38.7559151,"1255928398",,"2303",cafe,Pastelaria Londres
-8.9600641,38.7559109,"1255937621",,"2601",bank,Caixa de Crédito Agrícola
-8.9604852,38.7565091,"1255937623",,"2502",bakery,
-8.961585,38.7561555,"1255937628",,"2601",bank,Montepio Geral
-8.959356,38.7563627,"1255937631",,"2601",bank,Caixa Geral de Depósitos
-8.9675126,38.751558,"1255941855",,"2301",restaurant,Al Foz
-8.9729789,38.7474873,"1255943487",,"2301",restaurant,Arrastão
-8.9776674,38.705876,"1255970192",,"2301",restaurant,Victor
-8.9601285,38.7546144,"1256146221",,"2804",parking,
-8.7499861,40.612496,"1256162885",,"2602",atm,
-8.7495137,40.6105927,"1256162898",,"2602",atm,
-8.7492084,40.6099958,"1256162911",,"2501",supermarket,Alcibíades
-8.9635028,38.7508472,"1256567738",,"2082",school,
-8.9635993,38.7561393,"1256602999",,"2701",information,
-8.9612819,38.7560054,"1256618005",,"2303",cafe,
-8.9613516,38.7561434,"1256618008",,"2601",bank,Banco Espírito Santo
-8.9640356,38.7546986,"1256638158",,"2301",restaurant,Os Petiscos do António
-8.9598352,38.7541338,"1256642239",,"2082",school,
-8.9568526,38.7507117,"1256643802",,"2602",atm,
-8.9623994,38.7499503,"1256643812",,"2801",fuel,
-8.9606184,38.7507117,"1256646856",,"2501",supermarket,Minipreço
-8.9515963,38.752276,"1256647355",,"2083",kindergarten,
-7.802404,38.2115518,"1256691730",,"2801",fuel,
-7.8026937,38.2066875,"1256691732",,"2501",supermarket,
-7.8036915,38.2069151,"1256691734",,"2002",fire_station,
-7.803096,38.2108184,"1256691736",,"2101",pharmacy,
-7.8015886,38.206148,"1256691738",,"2801",fuel,
-7.8023665,38.2105065,"1256691743",,"2001",police,
-7.8016101,38.2116909,"1256691745",,"2301",restaurant,
-7.8023021,38.2106371,"1256691746",,"2601",bank,
-7.8005801,38.2050435,"1256691748",,"2501",supermarket,Lidl
-7.8004353,38.2121714,"1256691750",,"2301",restaurant,
-7.7243928,41.2993111,"1256928741",,"2110",hospital,Unidade de Saúde Familiar - Fénix
-7.7260269,41.298047,"1256928770",,"2101",pharmacy,Farmácia Mateus
-8.7498195,40.6112963,"1256968960",,"2302",fast_food,Churrascaria Frango à Angolana
-8.7506571,40.611102,"1256969003",,"2301",restaurant,Café Restaurante Oliveira
-8.7494342,40.6105484,"1256969017",,"2502",bakery,"CozaNova, Padaria e Confeitaria"
-8.7497701,40.6114704,"1256969048",,"2501",supermarket,Supermercado Julião
-8.7498722,40.6120744,"1256969079",,"2503",kiosk,Tabacaria Ria
-8.7497041,40.6121073,"1256969098",,"2003",recycling,
-9.3333402,39.2657666,"1257101619",,"2006",telephone,
-9.3124761,39.2499755,"1257101635",,"2801",fuel,
-8.3771663,40.3845097,"1257152564",,"2005",post_office,CTT Luso
-9.182493,38.70396,"1257168686",,"2602",atm,
-8.450972,40.3948802,"1257245224",,"2801",fuel,
-8.4505536,40.3949456,"1257245289",,"2801",fuel,
-8.4476925,40.3764444,"1257259826",,"2083",kindergarten,Jardim de Infância da Santa Casa
-8.4514548,40.3781316,"1257268297",,"2004",post_box,
-9.3348235,39.2671806,"1258350477",,"2006",telephone,
-8.3595838,40.7045254,"1258352209",,"2303",cafe,
-9.1833905,38.7013779,"1258378319",,"2201",theatre,Academia Alto Santo Amaro
-8.4518667,40.3780313,"1258653890",,"2006",telephone,
-8.4513914,40.3782175,"1258653903",,"2602",atm,
-8.4535002,40.3635736,"1258653932",,"2801",fuel,
-8.4540366,40.3639823,"1258653939",,"2801",fuel,
-8.4522046,40.3781028,"1258653943",,"2901",toilet,
-8.451967,40.3782245,"1258653945",,"2602",atm,
-8.4556977,40.5746288,"1258720339",,"2303",cafe,Cristal
-8.4704923,40.5731886,"1258788526",,"2301",restaurant,O Manjar da Helena
-8.4718522,40.5719886,"1258788529",,"2303",cafe,Capela
-9.1960855,38.9860493,"1258950231",,"2301",restaurant,Restaurante Típico Fandango Saloio
-9.3744533,38.6947673,"1259354865",,"2301",restaurant,O Farol
-9.3728547,38.6965635,"1259354867",,"2005",post_office,
-9.3661412,38.6923808,"1259354868",,"2301",restaurant,Peixelinia
-9.373469,38.6954958,"1259354871",,"2502",bakery,
-9.3704139,38.694671,"1259354875",,"2501",supermarket,Mini Preço
-9.3737196,38.6955923,"1259354877",,"2301",restaurant,Zé Borlas
-9.3730023,38.696105,"1259354882",,"2301",restaurant,Pizzaria Gordos
-9.3708926,38.6946293,"1259354884",,"2301",restaurant,
-9.370371,38.6943361,"1259354885",,"2301",restaurant,
-9.3715592,38.6968042,"1259354888",,"2303",cafe,
-9.3680965,38.6965216,"1259370422",,"2101",pharmacy,
-9.3816336,38.6988012,"1259370424",,"2110",hospital,Centro de Saude
-8.3551952,40.7003908,"1259434325",,"2003",recycling,
-8.3561591,40.7032423,"1259434356",,"2003",recycling,
-8.9717239,38.7484693,"1259470521",,"2303",cafe,Pikolé
-8.9866246,39.0436539,"1259564544",,"2303",cafe,O Nobre
-8.7733158,41.3856645,"1259822483",,"2301",restaurant,Náutico Bar
-8.7752488,41.3923944,"1259822486",,"2303",cafe,Lagoa Bar
-8.772738,41.3854877,"1259822488",,"2202",nightclub,Buddha Club
-8.7663696,41.3895394,"1259822489",,"2301",restaurant,Tourigalo
-8.7743179,41.3897258,"1259822491",,"2901",toilet,
-8.7734724,41.3914657,"1259822492",,"2003",recycling,
-8.7757564,41.3928218,"1259822497",,"2303",cafe,Barracuda
-8.3926526,41.5608755,"1259824457",,"2601",bank,Milenium BCP
-8.5090295,40.5353233,"1259824750",,"2602",atm,
-8.5163975,40.5458534,"1259824753",,"2303",cafe,
-8.5165129,40.5458513,"1259824757",,"2502",bakery,Pastelaria 2002
-8.7474276,40.6426374,"1259871819",,"2503",kiosk,Quiosque Farol
-8.0211654,38.8944859,"1259898242",,"2001",police,GNR de Pavia
-8.5090505,40.5359298,"1259899852",,"2502",bakery,Padaria e Pastelaria Mariana
-8.5093589,40.5355221,"1259899887",,"2303",cafe,Cafe Central
-8.1575312,38.9434245,"1259912461",,"2801",fuel,
-8.0237543,38.8951838,"1259912477",,"2801",fuel,
-8.1592689,38.946376,"1259912507",,"2801",fuel,
-8.2590212,37.1634775,"1260315109",,"2101",pharmacy,Farmácia Tunes
-8.2578026,37.1661472,"1260346866",,"2501",supermarket,
-8.2582774,37.1664699,"1260346869",,"2601",bank,Caixa de Crédito Agricola - Tunes
-8.2600557,37.1621971,"1260346872",,"2501",supermarket,Jasfers
-8.2604795,37.1629346,"1260346874",,"2303",cafe,
-8.2567512,37.1650571,"1260346878",,"2901",toilet,
-8.2588701,37.1635929,"1260346879",,"2303",cafe,
-8.256837,37.1651875,"1260346882",,"2003",recycling,
-8.260922,37.1654162,"1260346886",,"2006",telephone,
-8.2616011,37.1693975,"1260346888",,"2801",fuel,
-8.2609247,37.1658629,"1260346892",,"2083",kindergarten,Jardim de Infância de Tunes
-8.2582452,37.1664592,"1260346897",,"2602",atm,
-8.2605492,37.1642132,"1260346901",,"2303",cafe,
-8.2576524,37.1668568,"1260346904",,"2301",restaurant,
-8.2566573,37.1645612,"1260346907",,"2301",restaurant,Casa de Pasto O Largo
-8.257926,37.1670342,"1260346909",,"2303",cafe,Ponto de Encontro
-8.25655,37.1649801,"1260346911",,"2503",kiosk,
-8.2595005,37.1622976,"1260346912",,"2303",cafe,
-8.2609965,37.1656183,"1260346913",,"2110",hospital,Centro de Saúde de Tunes
-8.2569524,37.1649694,"1260346914",,"2006",telephone,
-8.2600074,37.1621501,"1260346922",,"2502",bakery,
-8.2568237,37.1671022,"1260363548",,"2082",school,Escola Básica de Tunes
-8.2616249,37.1607795,"1260363550",,"2301",restaurant,
-8.2578751,37.1641568,"1260382221",,"2303",cafe,
-8.2568532,37.1691412,"1260382247",,"2804",parking,
-8.2997096,37.1245947,"1260402266",,"2502",bakery,
-8.3094916,37.0833942,"1260402267",,"2804",parking,
-8.3100951,37.0924876,"1260402268",,"2303",cafe,
-8.3007316,37.1248329,"1260402269",,"2082",school,
-8.3100843,37.092556,"1260402271",,"2503",kiosk,
-8.2817039,37.127811,"1260402278",,"2602",atm,
-9.0404206,38.8911746,"1260714713",,"2601",bank,BES
-9.0403666,38.8912415,"1260714715",,"2301",restaurant,Viveiro
-9.0427487,38.8919241,"1260725411",,"2101",pharmacy,Nova Alverca
-9.1141352,38.7570115,"1261057863",,"2082",school,Escola Secundaria Vitorino Nemesio
-9.3343618,39.2658628,"1261359648",,"2602",atm,
-8.7753036,37.0736253,"1261381716",,"2301",restaurant,Caravela
-8.7750241,37.0734489,"1261381720",,"2301",restaurant,La esquina
-8.4489691,40.3771391,"1261384804",,"2002",fire_station,Bombeiros Voluntários de Mealhada
-8.4709472,37.0966976,"1261479544",,"2302",fast_food,Tapas Bar
-8.4398441,37.1884149,"1261494856",,"2301",restaurant,Casa Velha
-8.6713299,37.0976218,"1261510012",,"2301",restaurant,Casa do Pintor
-8.4261086,40.2025571,"1261567149",,"2303",cafe,Gelados do Parque
-8.4264311,40.2029749,"1261567150",,"2301",restaurant,A Portuguesa
-8.4262809,40.2027434,"1261567152",,"2304",pub,Mondego Irish Pub
-8.4284905,40.2056196,"1261584657",,"2301",restaurant,Restaurante Italia
-8.4275089,40.2087971,"1261636506",,"2303",cafe,Café Sé Velha
-8.4314196,40.2131437,"1261636507",,"2501",supermarket,Pingo Doce
-8.4240252,40.2007321,"1261637422",,"2804",parking,
-7.1666616,38.8850911,"1261723770",,"2301",restaurant,O Golo
-9.2060816,38.752301,"1262067048",,"2303",cafe,O Raul
-8.8610423,39.801561,"1262144120",,"2101",pharmacy,Farmácia Laranjeira
-8.8601679,39.8027764,"1262144137",,"2602",atm,
-8.8616458,39.8038215,"1262144163",,"2303",cafe,
-8.4207758,40.210373,"1262226050",,"2303",cafe,Café Pigalle
-8.4195741,40.2087097,"1262226059",,"2301",restaurant,Tapas Cervejaria
-8.4434844,40.2116947,"1262282761",,"2501",supermarket,Forum Coimbra
-8.4077895,40.2047178,"1262282763",,"2501",supermarket,Jumbo
-8.6135803,41.5423466,"1262621541",,"2101",pharmacy,Farmácia de Arcozelo
-8.6188147,41.5386449,"1262641960",,"2601",bank,Santander Totta
-8.4114402,40.2076378,"1262693950",,"2110",hospital,Maternidade Doutor Daniel de Matos
-8.4286967,40.2120928,"1262778737",,"2301",restaurant,O Pátio
-8.4255973,40.2123861,"1262825364",,"2301",restaurant,Quim dos Osssos
-9.3774869,39.0077709,"1262852762",,"2082",school,
-17.0478264,32.6885243,"1263107774",,"2701",information,entrada 83
-8.621382,41.5325948,"1263294737",,"2501",supermarket,Supermecado Reis
-8.4049517,40.2030422,"1263356540",,"2301",restaurant,Praça do Marisco
-8.4230299,40.2120513,"1263508460",,"2303",cafe,Pastelaria Mil Doce
-8.4254059,40.2065721,"1263508467",,"2303",cafe,Café Couraça
-8.4085482,40.2010842,"1263565326",,"2301",restaurant,Churrasqueira do Calhabé
-8.6220962,41.5325793,"1263587613",,"2003",recycling,Masof
-7.8665408,37.9976079,"1263600608",,"2804",parking,
-7.8668037,37.9979292,"1263600649",,"2804",parking,
-8.3730918,40.5651352,"1263738422",,"2801",fuel,
-8.419863,40.1934398,"1264167786",,"2301",restaurant,Restaurante Pizzaria Toscana
-8.4308749,40.2085379,"1264167791",,"2301",restaurant,Giuseppe & Joaquim
